timestamp,department_id,arrivals,completions,queue_length,avg_wait_minutes,available_doctors,available_beds
2025-01-03T06:00:00,1,4,6,66,196.4,4,4
2025-01-03T07:00:00,1,5,3,68,118.1,7,3
2025-01-03T08:00:00,1,6,4,70,120.8,7,2
2025-01-03T09:00:00,1,5,0,75,224.5,4,0
2025-01-03T10:00:00,1,14,9,80,138.4,7,0
2025-01-03T11:00:00,1,16,11,85,511.9,2,0
2025-01-03T12:00:00,1,17,12,90,180.3,6,0
2025-01-03T13:00:00,1,17,14,93,185.8,6,0
2025-01-03T14:00:00,1,14,13,94,282.5,4,0
2025-01-03T15:00:00,1,14,7,101,202.0,6,0
2025-01-03T16:00:00,1,13,5,109,434.4,3,0
2025-01-03T17:00:00,1,4,1,112,169.5,8,0
2025-01-03T18:00:00,1,0,0,112,671.3,2,0
2025-01-03T19:00:00,1,4,2,114,683.3,2,0
2025-01-03T20:00:00,1,4,4,114,227.4,6,0
2025-01-03T21:00:00,1,6,4,116,694.1,2,0
2025-01-03T22:00:00,1,5,0,121,288.7,5,0
2025-01-03T23:00:00,1,0,0,121,181.7,8,0
2025-01-04T00:00:00,1,0,0,121,242.4,6,0
2025-01-04T01:00:00,1,8,7,122,294.5,5,0
2025-01-04T02:00:00,1,6,1,127,218.4,7,0
2025-01-04T03:00:00,1,2,0,129,191.8,8,0
2025-01-04T04:00:00,1,5,2,132,225.2,7,0
2025-01-04T05:00:00,1,4,5,131,260.8,6,0
2025-01-04T06:00:00,1,5,0,136,326.7,5,0
2025-01-04T07:00:00,1,10,5,141,241.3,7,0
2025-01-04T08:00:00,1,8,7,142,567.4,3,0
2025-01-04T09:00:00,1,10,7,145,247.4,7,0
2025-01-04T10:00:00,1,16,12,149,256.9,7,0
2025-01-04T11:00:00,1,15,11,153,260.6,7,0
2025-01-04T12:00:00,1,13,9,157,315.5,6,0
2025-01-04T13:00:00,1,17,14,160,640.3,3,0
2025-01-04T14:00:00,1,14,9,165,395.8,5,0
2025-01-04T15:00:00,1,10,10,165,989.9,2,0
2025-01-04T16:00:00,1,15,12,168,504.2,4,0
2025-01-04T17:00:00,1,10,7,171,513.5,4,0
2025-01-04T18:00:00,1,6,4,173,295.7,7,0
2025-01-04T19:00:00,1,6,5,174,297.2,7,0
2025-01-04T20:00:00,1,6,2,178,267.1,8,0
2025-01-04T21:00:00,1,8,5,181,724.7,3,0
2025-01-04T22:00:00,1,3,2,182,438.3,5,0
2025-01-04T23:00:00,1,0,2,180,433.3,5,0
2025-01-05T00:00:00,1,6,2,184,553.3,4,0
2025-01-05T01:00:00,1,3,0,187,749.4,3,0
2025-01-05T02:00:00,1,3,7,183,367.6,6,0
2025-01-05T03:00:00,1,4,3,184,440.7,5,0
2025-01-05T04:00:00,1,2,1,185,739.9,3,0
2025-01-05T05:00:00,1,4,1,188,751.4,3,0
2025-01-05T06:00:00,1,2,4,186,318.0,7,0
2025-01-05T07:00:00,1,1,1,186,447.7,5,0
2025-01-05T08:00:00,1,2,3,185,1109.7,2,0
2025-01-05T09:00:00,1,15,14,186,1115.8,2,0
2025-01-05T10:00:00,1,12,7,191,328.1,7,0
2025-01-05T11:00:00,1,15,11,195,390.4,6,0
2025-01-05T12:00:00,1,16,12,199,1192.5,2,0
2025-01-05T13:00:00,1,16,12,203,406.4,6,0
2025-01-05T14:00:00,1,13,10,206,1237.0,2,0
2025-01-05T15:00:00,1,12,10,208,1247.8,2,0
2025-01-05T16:00:00,1,13,10,211,423.5,6,0
2025-01-05T17:00:00,1,9,9,211,842.2,3,0
2025-01-05T18:00:00,1,0,0,211,631.7,4,0
2025-01-05T19:00:00,1,3,0,214,428.6,6,0
2025-01-05T20:00:00,1,1,4,211,634.1,4,0
2025-01-05T21:00:00,1,0,2,209,1253.6,2,0
2025-01-05T22:00:00,1,5,6,208,831.8,3,0
2025-01-05T23:00:00,1,9,6,211,1264.7,2,0
2025-01-06T00:00:00,1,7,5,213,317.8,8,0
2025-01-06T01:00:00,1,8,8,213,366.9,7,0
2025-01-06T02:00:00,1,5,6,212,636.9,4,0
2025-01-06T03:00:00,1,0,0,212,319.3,8,0
2025-01-06T04:00:00,1,9,10,211,360.9,7,0
2025-01-06T05:00:00,1,3,0,214,642.9,4,0
2025-01-06T06:00:00,1,3,1,216,371.0,7,0
2025-01-06T07:00:00,1,6,5,217,327.1,8,0
2025-01-06T08:00:00,1,2,3,216,865.7,3,0
2025-01-06T09:00:00,1,21,15,222,379.9,7,0
2025-01-06T10:00:00,1,12,7,227,452.1,6,0
2025-01-06T11:00:00,1,8,2,233,1397.1,2,0
2025-01-06T12:00:00,1,12,12,233,930.0,3,0
2025-01-06T13:00:00,1,14,10,237,567.4,5,0
2025-01-06T14:00:00,1,14,9,242,363.7,8,0
2025-01-06T15:00:00,1,13,10,245,981.5,3,0
2025-01-06T16:00:00,1,20,18,247,739.6,4,0
2025-01-06T17:00:00,1,5,0,252,503.9,6,0
2025-01-06T18:00:00,1,2,2,252,605.3,5,0
2025-01-06T19:00:00,1,3,3,252,1009.4,3,0
2025-01-06T20:00:00,1,3,3,252,1513.5,2,0
2025-01-06T21:00:00,1,4,1,255,510.5,6,0
2025-01-06T22:00:00,1,2,3,254,1015.7,3,0
2025-01-06T23:00:00,1,2,2,254,380.3,8,0
2025-01-07T00:00:00,1,2,2,254,507.3,6,0
2025-01-07T01:00:00,1,9,9,254,611.2,5,0
2025-01-07T02:00:00,1,0,0,254,1016.9,3,0
2025-01-07T03:00:00,1,0,0,254,382.5,8,0
2025-01-07T04:00:00,1,3,1,256,511.8,6,0
2025-01-07T05:00:00,1,0,0,256,1023.0,3,0
2025-01-07T06:00:00,1,7,7,256,384.3,8,0
2025-01-07T07:00:00,1,7,6,257,384.7,8,0
2025-01-07T08:00:00,1,7,4,260,1561.5,2,0
2025-01-07T09:00:00,1,15,12,263,1051.8,3,0
2025-01-07T10:00:00,1,14,11,266,1065.2,3,0
2025-01-07T11:00:00,1,14,15,265,1058.9,3,0
2025-01-07T12:00:00,1,16,10,271,1626.5,2,0
2025-01-07T13:00:00,1,17,15,273,817.7,4,0
2025-01-07T14:00:00,1,16,13,276,413.4,8,0
2025-01-07T15:00:00,1,12,10,278,1669.1,2,0
2025-01-07T16:00:00,1,10,6,282,485.2,7,0
2025-01-07T17:00:00,1,1,0,283,1132.9,3,0
2025-01-07T18:00:00,1,9,8,284,1137.4,3,0
2025-01-07T19:00:00,1,4,5,283,679.1,5,0
2025-01-07T20:00:00,1,2,1,284,1703.7,2,0
2025-01-07T21:00:00,1,0,0,284,680.9,5,0
2025-01-07T22:00:00,1,6,4,286,571.6,6,0
2025-01-07T23:00:00,1,8,7,287,493.9,7,0
2025-01-08T00:00:00,1,0,0,287,574.9,6,0
2025-01-08T01:00:00,1,6,8,285,1140.9,3,0
2025-01-08T02:00:00,1,9,9,285,1710.1,2,0
2025-01-08T03:00:00,1,7,7,285,569.2,6,0
2025-01-08T04:00:00,1,4,1,288,492.0,7,0
2025-01-08T05:00:00,1,0,3,285,856.2,4,0
2025-01-08T06:00:00,1,2,2,285,1138.9,3,0
2025-01-08T07:00:00,1,6,4,287,573.4,6,0
2025-01-08T08:00:00,1,1,0,288,1726.4,2,0
2025-01-08T09:00:00,1,14,14,288,1728.1,2,0
2025-01-08T10:00:00,1,12,9,291,1163.0,3,0
2025-01-08T11:00:00,1,10,9,292,701.5,5,0
2025-01-08T12:00:00,1,14,13,293,1757.0,2,0
2025-01-08T13:00:00,1,12,11,294,439.4,8,0
2025-01-08T14:00:00,1,14,6,302,725.8,5,0
2025-01-08T15:00:00,1,12,7,307,919.7,4,0
2025-01-08T16:00:00,1,13,9,311,746.0,5,0
2025-01-08T17:00:00,1,3,4,310,463.4,8,0
2025-01-08T18:00:00,1,4,0,314,629.4,6,0
2025-01-08T19:00:00,1,3,2,315,472.9,8,0
2025-01-08T20:00:00,1,4,0,319,477.2,8,0
2025-01-08T21:00:00,1,0,0,319,1914.8,2,0
2025-01-08T22:00:00,1,5,0,324,555.7,7,0
2025-01-08T23:00:00,1,5,2,327,655.8,6,0
2025-01-09T00:00:00,1,7,7,327,489.5,8,0
2025-01-09T01:00:00,1,2,2,327,784.3,5,0
2025-01-09T02:00:00,1,8,6,329,1975.5,2,0
2025-01-09T03:00:00,1,7,1,335,1339.0,3,0
2025-01-09T04:00:00,1,2,4,333,499.6,8,0
2025-01-09T05:00:00,1,0,0,333,1333.1,3,0
2025-01-09T06:00:00,1,1,1,333,499.6,8,0
2025-01-09T07:00:00,1,0,0,333,572.1,7,0
2025-01-09T08:00:00,1,0,0,333,500.9,8,0
2025-01-09T09:00:00,1,20,15,338,508.8,8,0
2025-01-09T10:00:00,1,17,12,343,1027.3,4,0
2025-01-09T11:00:00,1,14,13,344,1375.7,3,0
2025-01-09T12:00:00,1,20,14,350,1399.6,3,0
2025-01-09T13:00:00,1,15,12,353,606.4,7,0
2025-01-09T14:00:00,1,12,8,357,2143.5,2,0
2025-01-09T15:00:00,1,11,6,362,1084.8,4,0
2025-01-09T16:00:00,1,20,14,368,734.7,6,0
2025-01-09T17:00:00,1,4,3,369,1106.4,4,0
2025-01-09T18:00:00,1,4,0,373,561.4,8,0
2025-01-09T19:00:00,1,4,1,376,753.1,6,0
2025-01-09T20:00:00,1,2,0,378,2266.2,2,0
2025-01-09T21:00:00,1,4,1,381,571.5,8,0
2025-01-09T22:00:00,1,5,0,386,773.1,6,0
2025-01-09T23:00:00,1,2,3,385,576.9,8,0
2025-01-10T00:00:00,1,6,5,386,660.8,7,0
2025-01-10T01:00:00,1,3,6,383,919.9,5,0
2025-01-10T02:00:00,1,5,6,382,571.7,8,0
2025-01-10T03:00:00,1,4,2,384,575.4,8,0
2025-01-10T04:00:00,1,2,0,386,1543.2,3,0
2025-01-10T05:00:00,1,4,4,386,1542.8,3,0
2025-01-10T06:00:00,1,5,6,385,659.7,7,0
2025-01-10T07:00:00,1,2,0,387,773.3,6,0
2025-01-10T08:00:00,1,4,3,388,930.3,5,0
2025-01-10T09:00:00,1,12,11,389,779.8,6,0
2025-01-10T10:00:00,1,20,16,393,591.5,8,0
2025-01-10T11:00:00,1,19,16,396,951.6,5,0
2025-01-10T12:00:00,1,14,11,399,1596.2,3,0
2025-01-10T13:00:00,1,15,11,403,690.2,7,0
2025-01-10T14:00:00,1,13,10,406,1622.1,3,0
2025-01-10T15:00:00,1,15,14,407,611.6,8,0
2025-01-10T16:00:00,1,8,6,409,614.5,8,0
2025-01-10T17:00:00,1,1,0,410,1228.9,4,0
2025-01-10T18:00:00,1,2,1,411,821.7,6,0
2025-01-10T19:00:00,1,4,2,413,707.2,7,0
2025-01-10T20:00:00,1,4,5,412,823.7,6,0
2025-01-10T21:00:00,1,2,1,413,2476.4,2,0
2025-01-10T22:00:00,1,3,3,413,707.0,7,0
2025-01-10T23:00:00,1,7,7,413,827.9,6,0
2025-01-11T00:00:00,1,9,6,416,1246.2,4,0
2025-01-11T01:00:00,1,9,7,418,717.4,7,0
2025-01-11T02:00:00,1,4,3,419,1676.7,3,0
2025-01-11T03:00:00,1,4,7,416,830.7,6,0
2025-01-11T04:00:00,1,0,2,414,1244.0,4,0
2025-01-11T05:00:00,1,1,2,413,989.3,5,0
2025-01-11T06:00:00,1,3,3,413,991.8,5,0
2025-01-11T07:00:00,1,0,0,413,824.1,6,0
2025-01-11T08:00:00,1,4,3,414,1240.6,4,0
2025-01-11T09:00:00,1,16,12,418,1001.7,5,0
2025-01-11T10:00:00,1,13,11,420,1680.4,3,0
2025-01-11T11:00:00,1,14,8,426,2557.1,2,0
2025-01-11T12:00:00,1,18,12,432,1727.2,3,0
2025-01-11T13:00:00,1,20,16,436,2616.0,2,0
2025-01-11T14:00:00,1,15,14,437,1747.1,3,0
2025-01-11T15:00:00,1,9,6,440,1758.4,3,0
2025-01-11T16:00:00,1,14,8,446,1070.4,5,0
2025-01-11T17:00:00,1,1,0,447,768.2,7,0
2025-01-11T18:00:00,1,6,3,450,1800.6,3,0
2025-01-11T19:00:00,1,0,0,450,770.8,7,0
2025-01-11T20:00:00,1,3,5,448,670.8,8,0
2025-01-11T21:00:00,1,3,4,447,669.9,8,0
2025-01-11T22:00:00,1,7,6,448,1344.0,4,0
2025-01-11T23:00:00,1,0,0,448,1792.4,3,0
2025-01-12T00:00:00,1,8,4,452,774.9,7,0
2025-01-12T01:00:00,1,3,7,448,2689.4,2,0
2025-01-12T02:00:00,1,7,4,451,1351.4,4,0
2025-01-12T03:00:00,1,0,0,451,774.1,7,0
2025-01-12T04:00:00,1,4,4,451,2707.9,2,0
2025-01-12T05:00:00,1,4,2,453,1811.7,3,0
2025-01-12T06:00:00,1,4,0,457,2742.8,2,0
2025-01-12T07:00:00,1,3,7,453,1811.7,3,0
2025-01-12T08:00:00,1,3,1,455,779.1,7,0
2025-01-12T09:00:00,1,14,12,457,781.9,7,0
2025-01-12T10:00:00,1,16,11,462,694.5,8,0
2025-01-12T11:00:00,1,12,9,465,929.0,6,0
2025-01-12T12:00:00,1,12,7,470,1881.8,3,0
2025-01-12T13:00:00,1,12,8,474,1138.9,5,0
2025-01-12T14:00:00,1,20,16,478,2868.8,2,0
2025-01-12T15:00:00,1,16,14,480,2878.6,2,0
2025-01-12T16:00:00,1,10,6,484,1161.5,5,0
2025-01-12T17:00:00,1,3,1,486,972.4,6,0
2025-01-12T18:00:00,1,9,4,491,1178.8,5,0
2025-01-12T19:00:00,1,3,4,490,734.5,8,0
2025-01-12T20:00:00,1,2,3,489,1468.5,4,0
2025-01-12T21:00:00,1,6,5,490,733.6,8,0
2025-01-12T22:00:00,1,1,2,489,1173.8,5,0
2025-01-12T23:00:00,1,0,0,489,2933.3,2,0
2025-01-13T00:00:00,1,2,1,490,733.2,8,0
2025-01-13T01:00:00,1,0,0,490,1471.7,4,0
2025-01-13T02:00:00,1,4,5,489,839.9,7,0
2025-01-13T03:00:00,1,1,0,490,1174.0,5,0
2025-01-13T04:00:00,1,9,9,490,1469.6,4,0
2025-01-13T05:00:00,1,8,3,495,1188.0,5,0
2025-01-13T06:00:00,1,4,4,495,2970.5,2,0
2025-01-13T07:00:00,1,5,4,496,849.0,7,0
2025-01-13T08:00:00,1,4,3,497,1489.4,4,0
2025-01-13T09:00:00,1,14,10,501,1202.7,5,0
2025-01-13T10:00:00,1,13,10,504,3025.7,2,0
2025-01-13T11:00:00,1,13,9,508,1014.2,6,0
2025-01-13T12:00:00,1,20,18,510,1021.1,6,0
2025-01-13T13:00:00,1,10,9,511,2042.7,3,0
2025-01-13T14:00:00,1,11,6,516,1239.2,5,0
2025-01-13T15:00:00,1,17,12,521,781.2,8,0
2025-01-13T16:00:00,1,23,20,524,1049.5,6,0
2025-01-13T17:00:00,1,5,6,523,785.5,8,0
2025-01-13T18:00:00,1,2,0,525,1573.3,4,0
2025-01-13T19:00:00,1,4,4,525,1261.2,5,0
2025-01-13T20:00:00,1,3,5,523,3139.7,2,0
2025-01-13T21:00:00,1,4,6,521,1043.6,6,0
2025-01-13T22:00:00,1,6,6,521,1043.1,6,0
2025-01-13T23:00:00,1,10,9,522,1251.3,5,0
2025-01-14T00:00:00,1,3,4,521,2085.8,3,0
2025-01-14T01:00:00,1,9,9,521,1249.6,5,0
2025-01-14T02:00:00,1,1,3,519,888.9,7,0
2025-01-14T03:00:00,1,6,4,521,891.8,7,0
2025-01-14T04:00:00,1,4,4,521,2085.1,3,0
2025-01-14T05:00:00,1,3,2,522,1565.4,4,0
2025-01-14T06:00:00,1,10,6,526,1263.2,5,0
2025-01-14T07:00:00,1,5,3,528,1585.8,4,0
2025-01-14T08:00:00,1,3,4,527,3161.5,2,0
2025-01-14T09:00:00,1,18,11,534,1601.9,4,0
2025-01-14T10:00:00,1,9,7,536,917.5,7,0
2025-01-14T11:00:00,1,12,6,542,1624.5,4,0
2025-01-14T12:00:00,1,16,10,548,820.4,8,0
2025-01-14T13:00:00,1,15,13,550,824.1,8,0
2025-01-14T14:00:00,1,21,15,556,834.8,8,0
2025-01-14T15:00:00,1,22,19,559,1675.7,4,0
2025-01-14T16:00:00,1,14,11,562,1684.6,4,0
2025-01-14T17:00:00,1,6,2,566,1131.7,6,0
2025-01-14T18:00:00,1,0,0,566,2262.8,3,0
2025-01-14T19:00:00,1,2,1,567,1361.4,5,0
2025-01-14T20:00:00,1,8,4,571,1369.6,5,0
2025-01-14T21:00:00,1,9,6,574,1377.2,5,0
2025-01-14T22:00:00,1,2,4,572,1142.6,6,0
2025-01-14T23:00:00,1,4,5,571,1712.1,4,0
2025-01-15T00:00:00,1,1,2,570,2279.3,3,0
2025-01-15T01:00:00,1,0,2,568,851.1,8,0
2025-01-15T02:00:00,1,6,4,570,2280.1,3,0
2025-01-15T03:00:00,1,2,0,572,981.3,7,0
2025-01-15T04:00:00,1,4,3,573,1146.4,6,0
2025-01-15T05:00:00,1,2,0,575,1149.0,6,0
2025-01-15T06:00:00,1,2,0,577,1730.4,4,0
2025-01-15T07:00:00,1,3,0,580,995.6,7,0
2025-01-15T08:00:00,1,4,0,584,1403.6,5,0
2025-01-15T09:00:00,1,16,14,586,3514.8,2,0
2025-01-15T10:00:00,1,15,15,586,1173.2,6,0
2025-01-15T11:00:00,1,13,10,589,885.3,8,0
2025-01-15T12:00:00,1,17,13,593,2372.0,3,0
2025-01-15T13:00:00,1,15,11,597,1021.4,7,0
2025-01-15T14:00:00,1,12,5,604,906.4,8,0
2025-01-15T15:00:00,1,18,13,609,3655.6,2,0
2025-01-15T16:00:00,1,18,18,609,2436.9,3,0
2025-01-15T17:00:00,1,6,5,610,3660.1,2,0
2025-01-15T18:00:00,1,7,6,611,3665.0,2,0
2025-01-15T19:00:00,1,2,1,612,2449.5,3,0
2025-01-15T20:00:00,1,4,1,615,1476.5,5,0
2025-01-15T21:00:00,1,4,1,618,1237.1,6,0
2025-01-15T22:00:00,1,5,1,622,1068.3,7,0
2025-01-15T23:00:00,1,0,0,622,1492.7,5,0
2025-01-16T00:00:00,1,4,2,624,1496.0,5,0
2025-01-16T01:00:00,1,6,5,625,935.8,8,0
2025-01-16T02:00:00,1,1,5,621,1065.0,7,0
2025-01-16T03:00:00,1,2,2,621,1489.7,5,0
2025-01-16T04:00:00,1,1,1,621,2484.8,3,0
2025-01-16T05:00:00,1,2,1,622,2487.3,3,0
2025-01-16T06:00:00,1,1,0,623,2491.2,3,0
2025-01-16T07:00:00,1,2,0,625,939.0,8,0
2025-01-16T08:00:00,1,0,0,625,1501.8,5,0
2025-01-16T09:00:00,1,10,6,629,1257.5,6,0
2025-01-16T10:00:00,1,20,12,637,1528.0,5,0
2025-01-16T11:00:00,1,14,9,642,1100.2,7,0
2025-01-16T12:00:00,1,17,15,644,1933.2,4,0
2025-01-16T13:00:00,1,19,16,647,1941.6,4,0
2025-01-16T14:00:00,1,14,10,651,1114.1,7,0
2025-01-16T15:00:00,1,10,6,655,1963.7,4,0
2025-01-16T16:00:00,1,19,12,662,2649.7,3,0
2025-01-16T17:00:00,1,2,0,664,2657.7,3,0
2025-01-16T18:00:00,1,3,3,664,996.6,8,0
2025-01-16T19:00:00,1,3,0,667,1601.2,5,0
2025-01-16T20:00:00,1,2,0,669,1603.8,5,0
2025-01-16T21:00:00,1,6,3,672,4031.9,2,0
2025-01-16T22:00:00,1,8,9,671,1608.9,5,0
2025-01-16T23:00:00,1,0,0,671,1608.8,5,0
2025-01-17T00:00:00,1,1,2,670,4020.6,2,0
2025-01-17T01:00:00,1,0,0,670,1006.7,8,0
2025-01-17T02:00:00,1,1,1,670,1338.1,6,0
2025-01-17T03:00:00,1,0,0,670,1609.6,5,0
2025-01-17T04:00:00,1,6,3,673,2018.2,4,0
2025-01-17T05:00:00,1,4,4,673,1346.3,6,0
2025-01-17T06:00:00,1,5,2,676,4054.8,2,0
2025-01-17T07:00:00,1,1,2,675,1157.4,7,0
2025-01-17T08:00:00,1,3,1,677,2709.2,3,0
2025-01-17T09:00:00,1,16,12,681,1364.0,6,0
2025-01-17T10:00:00,1,16,10,687,1179.4,7,0
2025-01-17T11:00:00,1,14,12,689,2757.9,3,0
2025-01-17T12:00:00,1,15,13,691,4146.3,2,0
2025-01-17T13:00:00,1,14,11,694,2080.2,4,0
2025-01-17T14:00:00,1,13,13,694,1389.2,6,0
2025-01-17T15:00:00,1,15,12,697,1043.8,8,0
2025-01-17T16:00:00,1,13,8,702,1054.7,8,0
2025-01-17T17:00:00,1,4,0,706,2116.1,4,0
2025-01-17T18:00:00,1,3,2,707,2827.0,3,0
2025-01-17T19:00:00,1,7,6,708,2125.0,4,0
2025-01-17T20:00:00,1,2,2,708,1060.4,8,0
2025-01-17T21:00:00,1,11,9,710,2131.7,4,0
2025-01-17T22:00:00,1,6,6,710,4261.4,2,0
2025-01-17T23:00:00,1,4,4,710,2838.1,3,0
2025-01-18T00:00:00,1,2,2,710,1064.3,8,0
2025-01-18T01:00:00,1,9,5,714,1222.6,7,0
2025-01-18T02:00:00,1,6,4,716,1225.5,7,0
2025-01-18T03:00:00,1,1,0,717,1721.1,5,0
2025-01-18T04:00:00,1,0,1,716,2148.7,4,0
2025-01-18T05:00:00,1,0,0,716,1431.3,6,0
2025-01-18T06:00:00,1,0,0,716,2149.9,4,0
2025-01-18T07:00:00,1,2,2,716,2146.8,4,0
2025-01-18T08:00:00,1,3,7,712,4270.7,2,0
2025-01-18T09:00:00,1,9,4,717,2152.2,4,0
2025-01-18T10:00:00,1,21,16,722,1082.1,8,0
2025-01-18T11:00:00,1,16,11,727,1455.6,6,0
2025-01-18T12:00:00,1,19,14,732,1096.2,8,0
2025-01-18T13:00:00,1,19,15,736,1767.3,5,0
2025-01-18T14:00:00,1,16,11,741,1778.0,5,0
2025-01-18T15:00:00,1,12,6,747,2987.9,3,0
2025-01-18T16:00:00,1,13,9,751,2253.3,4,0
2025-01-18T17:00:00,1,3,4,750,1124.7,8,0
2025-01-18T18:00:00,1,4,5,749,4492.1,2,0
2025-01-18T19:00:00,1,2,0,751,2254.8,4,0
2025-01-18T20:00:00,1,5,4,752,2257.6,4,0
2025-01-18T21:00:00,1,0,1,751,2254.5,4,0
2025-01-18T22:00:00,1,2,3,750,1801.0,5,0
2025-01-18T23:00:00,1,10,6,754,3016.0,3,0
2025-01-19T00:00:00,1,5,0,759,1300.5,7,0
2025-01-19T01:00:00,1,6,7,758,1135.0,8,0
2025-01-19T02:00:00,1,4,2,760,3040.8,3,0
2025-01-19T03:00:00,1,4,1,763,1145.8,8,0
2025-01-19T04:00:00,1,7,7,763,2290.3,4,0
2025-01-19T05:00:00,1,0,0,763,1526.4,6,0
2025-01-19T06:00:00,1,1,2,762,2285.1,4,0
2025-01-19T07:00:00,1,4,4,762,3046.9,3,0
2025-01-19T08:00:00,1,0,1,761,4567.8,2,0
2025-01-19T09:00:00,1,11,7,765,1309.8,7,0
2025-01-19T10:00:00,1,13,12,766,1532.6,6,0
2025-01-19T11:00:00,1,15,14,767,1316.5,7,0
2025-01-19T12:00:00,1,21,13,775,3101.2,3,0
2025-01-19T13:00:00,1,18,13,780,1335.2,7,0
2025-01-19T14:00:00,1,10,10,780,4680.3,2,0
2025-01-19T15:00:00,1,17,16,781,2342.9,4,0
2025-01-19T16:00:00,1,15,11,785,4708.1,2,0
2025-01-19T17:00:00,1,3,0,788,1891.5,5,0
2025-01-19T18:00:00,1,2,2,788,4729.2,2,0
2025-01-19T19:00:00,1,5,1,792,3169.9,3,0
2025-01-19T20:00:00,1,5,5,792,1898.9,5,0
2025-01-19T21:00:00,1,7,5,794,1361.2,7,0
2025-01-19T22:00:00,1,0,0,794,1359.8,7,0
2025-01-19T23:00:00,1,4,3,795,4771.3,2,0
2025-01-20T00:00:00,1,9,7,797,1593.2,6,0
2025-01-20T01:00:00,1,4,2,799,3196.2,3,0
2025-01-20T02:00:00,1,2,1,800,1920.6,5,0
2025-01-20T03:00:00,1,0,0,800,1201.4,8,0
2025-01-20T04:00:00,1,2,0,802,1375.7,7,0
2025-01-20T05:00:00,1,2,3,801,1372.1,7,0
2025-01-20T06:00:00,1,0,0,801,4805.8,2,0
2025-01-20T07:00:00,1,2,0,803,4819.5,2,0
2025-01-20T08:00:00,1,3,2,804,4823.9,2,0
2025-01-20T09:00:00,1,15,15,804,2410.6,4,0
2025-01-20T10:00:00,1,13,8,809,1213.4,8,0
2025-01-20T11:00:00,1,19,16,812,3249.7,3,0
2025-01-20T12:00:00,1,15,7,820,1969.1,5,0
2025-01-20T13:00:00,1,17,11,826,1238.6,8,0
2025-01-20T14:00:00,1,12,8,830,1659.2,6,0
